,index,0
0,0,0.3505774140357971
1,1,0.3607766032218933
2,2,0.3312196135520935
3,3,0.3523675799369812
4,4,0.34580621123313904
5,5,0.3346942067146301
6,6,0.3609906733036041
7,7,0.361273854970932
8,8,0.36376845836639404
9,9,0.35334891080856323
10,10,0.3637387156486511
11,11,0.35308122634887695
12,12,0.3398045301437378
13,13,0.34325385093688965
14,14,0.3751152753829956
15,15,0.36747291684150696
16,16,0.3217827081680298
17,17,0.3497069180011749
18,18,0.3137509822845459
19,19,0.37250515818595886
20,20,0.3435225486755371
21,21,0.34646448493003845
22,22,0.3244798481464386
23,23,0.3288046717643738
24,24,0.3566913306713104
25,25,0.3583545386791229
26,26,0.3285314440727234
27,27,0.37888669967651367
28,28,0.3530905842781067
29,29,0.3577335476875305
30,30,0.3581862449645996
31,31,0.34185415506362915
32,32,0.3280297517776489
33,33,0.34477174282073975
34,34,0.3357970416545868
35,35,0.3377944529056549
36,36,0.3453593850135803
37,37,0.3547855317592621
38,38,0.37233489751815796
39,39,0.3206796646118164
40,40,0.3278313875198364
41,41,0.32673394680023193
42,42,0.33040332794189453
43,43,0.354611337184906
44,44,0.3370344340801239
45,45,0.3436053693294525
46,46,0.36740434169769287
47,47,0.33133941888809204
48,48,0.35443687438964844
49,49,0.3368779122829437
50,50,0.34362873435020447
51,51,0.35286012291908264
52,52,0.3503314256668091
53,53,0.358144611120224
54,54,0.36365339159965515
55,55,0.342613160610199
56,56,0.3321568965911865
57,57,0.3554157316684723
58,58,0.337798148393631
59,59,0.32314562797546387
60,60,0.35932236909866333
61,61,0.33518293499946594
62,62,0.3518659174442291
63,63,0.3489872217178345
64,64,0.3287906348705292
65,65,0.3647611737251282
66,66,0.322786808013916
67,67,0.34819912910461426
68,68,0.35317355394363403
69,69,0.3398778438568115
70,70,0.3413861095905304
71,71,0.3227083683013916
72,72,0.34163209795951843
73,73,0.32337552309036255
74,74,0.32826897501945496
75,75,0.36120226979255676
76,76,0.3590220808982849
77,77,0.3259890079498291
78,78,0.34291988611221313
79,79,0.3333703577518463
80,80,0.3387087285518646
81,81,0.3477739095687866
82,82,0.32886791229248047
83,83,0.3472299575805664
84,84,0.3367560803890228
85,85,0.3259149491786957
86,86,0.35164928436279297
87,87,0.3123413920402527
88,88,0.31454023718833923
89,89,0.33755815029144287
90,90,0.34354597330093384
91,91,0.353928804397583
92,92,0.31880414485931396
93,93,0.33742329478263855
94,94,0.33870065212249756
95,95,0.33220842480659485
96,96,0.3550485372543335
97,97,0.3409196138381958
98,98,0.3304113745689392
99,99,0.3418154716491699
100,100,0.3297349512577057
101,101,0.3340394198894501
102,102,0.34568503499031067
103,103,0.3542434871196747
104,104,0.3318178057670593
105,105,0.32882872223854065
106,106,0.34332457184791565
107,107,0.31573086977005005
108,108,0.350939005613327
109,109,0.3429606854915619
110,110,0.34797313809394836
111,111,0.34406527876853943
112,112,0.3412525951862335
113,113,0.3228320777416229
114,114,0.35348284244537354
115,115,0.33000513911247253
116,116,0.3389982283115387
117,117,0.3461335301399231
118,118,0.3356470763683319
119,119,0.3310319185256958
120,120,0.36821064352989197
121,121,0.3347291052341461
122,122,0.3667062520980835
123,123,0.33006858825683594
124,124,0.3342364430427551
125,125,0.3342493772506714
126,126,0.3346129357814789
127,127,0.3419811725616455
128,128,0.3378051221370697
129,129,0.34670379757881165
130,130,0.3195230960845947
131,131,0.3299952745437622
132,132,0.326864093542099
133,133,0.3427274227142334
134,134,0.32443520426750183
135,135,0.33969905972480774
136,136,0.3446447551250458
137,137,0.33874934911727905
138,138,0.34686243534088135
139,139,0.3515723943710327
140,140,0.34623417258262634
141,141,0.34269827604293823
142,142,0.3427438735961914
143,143,0.320742130279541
144,144,0.3483255207538605
145,145,0.3128889501094818
146,146,0.3509339392185211
147,147,0.3378169536590576
148,148,0.3199361264705658
149,149,0.34450700879096985
150,150,0.327438086271286
151,151,0.3389601707458496
152,152,0.3462792932987213
153,153,0.3464603126049042
154,154,0.3198077082633972
155,155,0.3317117691040039
156,156,0.37460362911224365
157,157,0.3433847427368164
158,158,0.32126909494400024
159,159,0.3201659321784973
160,160,0.3567376434803009
161,161,0.3344634175300598
162,162,0.3484669029712677
163,163,0.33457711338996887
164,164,0.30212563276290894
165,165,0.33404722809791565
166,166,0.33243000507354736
167,167,0.3696858286857605
168,168,0.32118698954582214
169,169,0.3332870304584503
170,170,0.3280933201313019
171,171,0.33792343735694885
172,172,0.3327843248844147
173,173,0.33267343044281006
174,174,0.3337845504283905
175,175,0.32997119426727295
176,176,0.34682902693748474
177,177,0.3465506434440613
178,178,0.3572150766849518
179,179,0.3096173405647278
180,180,0.3675157427787781
181,181,0.35286179184913635
182,182,0.33614879846572876
183,183,0.36259913444519043
184,184,0.3579176664352417
185,185,0.331900030374527
186,186,0.33329057693481445
187,187,0.3322382867336273
188,188,0.3489862084388733
189,189,0.3312687873840332
190,190,0.31903013586997986
191,191,0.32391786575317383
192,192,0.34312987327575684
193,193,0.32726845145225525
194,194,0.32180434465408325
195,195,0.34635478258132935
196,196,0.32164907455444336
197,197,0.3197759985923767
198,198,0.32576972246170044
199,199,0.35077643394470215
200,200,0.3239086866378784
201,201,0.33377277851104736
202,202,0.3431450426578522
203,203,0.3547418713569641
204,204,0.33196890354156494
205,205,0.3404805362224579
206,206,0.3458907902240753
207,207,0.31423258781433105
208,208,0.3310742974281311
209,209,0.3073546886444092
210,210,0.32862532138824463
211,211,0.353421151638031
212,212,0.33424636721611023
213,213,0.33750441670417786
214,214,0.33671215176582336
215,215,0.3071449398994446
216,216,0.34283554553985596
217,217,0.3421138823032379
218,218,0.3075093626976013
219,219,0.335199236869812
220,220,0.33674290776252747
221,221,0.3169383704662323
222,222,0.324144184589386
223,223,0.3226476311683655
224,224,0.30741819739341736
225,225,0.3461452126502991
226,226,0.37362027168273926
227,227,0.3497447371482849
228,228,0.3375854790210724
229,229,0.3630671501159668
230,230,0.3374782204627991
231,231,0.3287143111228943
232,232,0.3471103012561798
233,233,0.34760811924934387
234,234,0.334568053483963
235,235,0.3262163996696472
236,236,0.30473554134368896
237,237,0.3548681139945984
238,238,0.33209267258644104
239,239,0.3192768692970276
240,240,0.3347589075565338
241,241,0.3131750226020813
242,242,0.3521878719329834
243,243,0.301068514585495
244,244,0.3199402391910553
245,245,0.29887905716896057
246,246,0.33806368708610535
247,247,0.32527410984039307
248,248,0.3337158262729645
249,249,0.34818345308303833
250,250,0.32122597098350525
251,251,0.34777572751045227
252,252,0.30291247367858887
253,253,0.3107798099517822
